"","word_clean","score"
"3793","implorant",0
"3794","implique",0
"3795","impoli",-2
"3796","impolitesse",-2
"3797","impolitic",-2
"3798","importance",1
"3799","important",1
"3800","important",1
"3801","importun",-2
"3802"," contretemps",-2
"3803","imposer",-2
"3804","imposers",-2
"3805","imposers",-2
"3806","imposant",-1
"3807","imposant",-1
"3808","imposition",-2
"3809","imposition",-2
"3810","impossible",-1
"3811","impossiblity",-1
"3812","incroyablement",-1
"3813","impuissant",-2
"3814","impuissant",-2
"3815","appauvrir",-1
"3816","pauvre",-1
"3817"," pratique",-2
"3818"," pratique",-2
"3819","imprecate",-2
"3820","imprécis",-1
"3821"," manière imprécise",-1
"3822","imprécision",-1
"3823","imprenable",2
"3824","impressionner",1
"3825","impression",1
"3826","impression",1
"3827","impressions",1
"3828","impressions",1
"3829","impressionnant",2
"3830","impressionnant",2
"3831","majesté",2
"3832","imprison",-1
"3833","emprisonnement",-1
"3834","improbabilité",-2
"3835","improbable",-2
"3836","incroyablement",-2
"3837"," mauvaise",-2
"3838","mal",-2
"3839","inconvenance",-2
"3840","amélioration  ",1
"3841","améliorer",1
"3842","amélioration ",1
"3843","amélioration  ",1
"3844","improviser",2
"3845","imprudence",-2
"3846","imprudent",-2
"3847","impudence",-2
"3848","insolent",-2
"3849","impudemment",-2
"3850","contester",-2
"3851","impulsif",-2
"3852","impulsivement",-2
"3853","impunité",-1
"3854","impunité",-1
"3855","impur",-2
"3856","impureté",-2
"3857","incapacité",-1
"3858","incapacité",-1
"3859","inaccessible",-1
"3860","inexactitude",-1
"3861","inexactitudes",-1
"3862","inexactes",-2
"3863"," tort",-2
"3864","inaction",-1
"3865","inactif",-1
"3866","insuffisance",-1
"3867","insuffisant",-1
"3868","mal",-1
"3869","inadverent",-1
"3870","inadverently",-1
"3871","déconseillé",-1
"3872","inadvisably",-1
"3873","inaliénable",1
"3874","inepte",-2
"3875","inanely",-2
"3876","inapproprié",-2
"3877"," façon inappropriée",-2
"3878","inapte",-2
"3879","inaptitude",-2
"3880","indéniables",0
"3881"," conteste",0
"3882","inarticulés",-2
"3883","inattentif",-2
"3884","incapable",-2
"3885","incapably",-2
"3886","imprudents",-2
"3887","incendiaires",-2
"3888"," encens",-1
"3889","incessante",-2
"3890"," cesse",-2
"3891","incisif",2
"3892"," manière incisive",2
"3893","incisiveness",2
"3894","inciter",-1
"3895","incitation",-1
"3896","incitation",-1
"3897","incivilité",-2
"3898","mauvais",-1
"3899","inclinaison",2
"3900","inclinaison",2
"3901","inclinations",2
"3902","incliné",2
"3903","inclusive",1
"3904","incognizant",-2
"3905","incohérence",-2
"3906","incohérente",-2
"3907"," façon incohérente",-2
"3908","incommensurable",-2
"3909","incomparable",-1
"3910","incomparablement",-1
"3911","incompatibilité",-1
"3912","incompatible",-1
"3913","incompatible",-1
"3914","incompétence",-2
"3915","incompétent",-2
"3916","incompétence",-2
"3917","incomplètes",-1
"3918"," respectant  ",-1
"3919","incompréhensible",-2
"3920","incompréhension",-2
"3921","inconcevable",-2
"3922","inconcevable",-2
"3923","non concluants",-1
"3924","incongru",-2
"3925","etrangement",-2
"3926","indifférent",-2
"3927","inconsequently",-2
"3928"," conséquence",-2
"3929","inconséquente",-2
"3930"," manque  considération",-2
"3931","inconsidéréement",-2
"3932","inconsistance",-2
"3933"," incohérences",-2
"3934"," incohérences",-2
"3935","incohérence",-1
"3936","incompatible",-1
"3937","inconsolable",-2
"3938","inconsolable",-2
"3939","inconstante",-2
"3940","incontestable",2
"3941","incontournable",2
"3942","inconvénients",-2
"3943","inconvénients",-2
"3944","gênant",-2
"3945","  incommode",-2
"3946","incorrect",-1
"3947"," manière incorrecte",-2
"3948","incorrigible",-2
"3949","incorrigible",-2
"3950","incorruptible",2
"3951","augmentation ",0
"3952"," plus  plus",0
"3953","incroyable",2
"3954","incroyablement",2
"3955","incrédule",-2
"3956","incrédule",-2
"3957","inculquer",-2
"3958","endettés",1
"3959","indécence",-2
"3960","indécent",-2
"3961","indécemment",-2
"3962","indécision",-2
"3963","indécis",-2
"3964","indecisively",-2
"3965","indecorum",-2
"3966"," effet",0
"3967","infatigable",2
"3968","indéfendable",-2
"3969","indéfendable",-2
"3970","indéterminée",-1
"3971","indéfiniment",-1
"3972","indélébile",2
"3973"," façon indélébile",2
"3974","indélicat",-2
"3975","indépendance",1
"3976","indépendance",1
"3977","indépendant",1
"3978","indescriptible",2
"3979","indescriptible",2
"3980","indestructible",2
"3981","indéterminable",-1
"3982","indeterminably",-1
"3983","indéterminée",-1
"3984","indication",0
"3985","indication",0
"3986","indicatif",0
"3987","indicatif",0
"3988","indifférence",-2
"3989","indifférent",-2
"3990","indigents",-1
"3991","indigné",-2
"3992","indignation",-2
"3993","indignation",-2
"3994"," atteintes   dignité",-2
"3995"," atteintes   dignité",-2
"3996","indirect",0
"3997","indiscernable",-1
"3998","indiscret",-2
"3999","indiscret",-2
"4000","indiscreetly",-2
"4001","indiscrétion",-2
"4002","aveugle",-2
"4003","indiscriminating",-2
"4004"," discernement",-2
"4005","indispensable",2
"4006","indispensabilité",2
"4007","indisposé",-2
"4008","indiscutable",2
"4009","indistinctes",-1
"4010"," caractéristique ",-1
"4011","individualité",1
"4012","endoctriner",-2
"4013","endoctrinement",-2
"4014","endoctrinement",-2
"4015","indolent",-2
"4016","indomptable",2
"4017","indomitably",2
"4018","indubitable",2
"4019"," aucun doute",2
"4020"," livrer",-2
"4021","indulgence",2
"4022","indulgent",2
"4023","industrieux",1
"4024","inefficace",-1
"4025"," manière inefficace",-1
"4026","inefficacité  ",-1
"4027","inefficace",-1
"4028","inefficace",-1
"4029","ineffectualness",-1
"4030","inefficaces",-2
"4031","inefficaces",-2
"4032","inefficacité",-2
"4033","inefficacité",-1
"4034","inefficace",-1
"4035","inefficace",-1
"4036","inadmissible",-1
"4037","inelegance",-2
"4038","inélégant",-2
"4039","ineloquent",-2
"4040","ineloquently",-2
"4041","inepte",-2
"4042","ineptie",-2
"4043","ineptie",-2
"4044","ineptly",-2
"4045"," inégalités",-1
"4046"," inégalités",-1
"4047","inégalité",-2
"4048","inégalité",-2
"4049","inéquitable",-2
"4050","inéquitable",-2
"4051"," inégalités",-2
"4052"," inégalités",-2
"4053","inertie",-1
"4054","inertie",-1
"4055","incontournable",-2
"4056","inévitablement",-2
"4057","inessentielle",-2
"4058","inestimable",2
"4059","inestimably",2
"4060","inévitable",-2
"4061","inévitable",-2
"4062","inévitablement",-2
"4063","inexact",-1
"4064","inexcusable",-2
"4065","injustement",-2
"4066","inexorable",-2
"4067","inexorablement",-2
"4068","peu coûteux",1
"4069","inexpérience",-1
"4070","inexpérimenté",-1
"4071","inexpert",-1
"4072","inappropriée",-1
"4073","inexpiable",-2
"4074","inexplainable",-2
"4075","inexplicable",-2
"4076","inextricable",-2
"4077","inextricablement",-2
"4078","infaillible",2
"4079","infailliblement",2
"4080","infaillibilité",2
"4081","infâme",-2
"4082","inutile",-2
"4083","infamie",-2
"4084","amoureux",0
"4085","infecté",-1
"4086","infectieuses",0
"4087"," déduire",0
"4088","inférence",0
"4089","inférence",0
"4090","inférieure",-2
"4091","infériorité",-2
"4092","infernal",-2
"4093","infester",-1
"4094","infestés",-1
"4095","infidèle",-2
"4096"," infidèles",-2
"4097","infiltrateur",-1
"4098"," infiltrés",-1
"4099"," infiltrés",-1
"4100","infirmes",-2
"4101","enflammer",-2
"4102","inflammatoires",-2
"4103","gonflé",-1
"4104","inflationniste",-1
"4105","inflexible",-2
"4106","infliger",-2
"4107","influence",0
"4108","influence",0
"4109","influents",1
"4110","information",0
"4111","instructif",1
"4112","infraction",-1
"4113","atteinte",-2
"4114"," violation",-2
"4115"," infractions",-2
"4116"," infractions",-2
"4117","exaspérer",-2
"4118","furieux",-2
"4119","exaspérant",-2
"4120","infuriatingly",-2
"4121","ingénieux",2
"4122","ingénieusement",2
"4123","ingéniosité",2
"4124","candide",2
"4125","naïvement",2
"4126","inglorious",-2
"4127","ingrat",-2
"4128","ingratiate",2
"4129","flatteurs",2
"4130","ingratiatingly",2
"4131","ingratitude",-2
"4132","inhérente",0
"4133","inhérente",0
"4134","inhiber",-1
"4135","inhibition  ",-1
"4136","inhospitalier",-2
"4137","inhospitality",-2
"4138","inhumains",-2
"4139","inhumain",-2
"4140","inhumanité",-2
"4141","hostile",-2
"4142","inimically",-2
"4143","iniquitous",-2
"4144","iniquité",-2
"4145","malavisé",-2
"4146","blesser",-1
"4147","dommageable",-1
"4148","dommage",-1
"4149","injustice",-2
"4150","injustice",-2
"4151"," injustices",-2
"4152"," injustices",-2
"4153","inkling",0
"4154","inklings",0
"4155","inklings",0
"4156","innocence",1
"4157","innocence",1
"4158","innocent",1
"4159","innocemment",1
"4160","inoffensif",2
"4161","inoffensif",2
"4162","innovation",1
"4163","innovation",1
"4164","innovantes",1
"4165","innombrables",0
"4166","innombrables",0
"4167","innombrables",0
"4168"," insinuations",-2
"4169"," insinuations",-2
"4170","inoffensive",2
"4171","intempestive",-2
"4172","démesurée",-2
"4173","démesurément",-2
"4174","curieux",2
"4175","fou",-2
"4176","incroyablement",-2
"4177"," folie",-2
"4178","insatiable",-2
"4179","insécurité",-1
"4180","insécurité",-2
"4181","insécurité",-2
"4182","insensible",-1
"4183","insensible   casse",-2
"4184","insensiblement",-2
"4185","insensibilité",-2
"4186","insensibilité",-2
"4187","insidieuse",-2
"4188","insidieusement",-2
"4189","insight",2
"4190","insight",2
"4191","perspicace",2
"4192"," profondeur",2
"4193","idées",0
"4194","insignifiance",-1
"4195","insignifiant",-1
"4196"," manière insignifiante",-1
"4197","hypocrite",-2
"4198"," mauvaise foi",-2
"4199"," manque  sincérité",-2
"4200","insinuer",-2
"4201","insinuant",-2
"4202","insinuation",-2
"4203","insinuation",-2
"4204","insister",2
"4205","insistance",1
"4206","insistance",1
"4207","insistante",2
"4208"," insistance",2
"4209","insociable",-2
"4210","isolement",-1
"4211","insolence",-2
"4212","insolence",-2
"4213","insolent",-2
"4214"," insolence",-2
"4215","insolvable",-1
"4216","insouciance",-2
"4217","inspiration",2
"4218","inspiration",2
"4219","inspirer",2
"4220","inspirant",2
"4221","inspirant",2
"4222","instabilité",-1
"4223","instable",-1
"4224","susciter",-2
"4225","instigateur",-2
"4226","instigators",-2
"4227","instructif",1
"4228","instrumentale",1
"4229","insoumise",-1
"4230","non substantielles",-2
"4231","insubstantially",-2
"4232","insupportable",-2
"4233","insufferably",-2
"4234","insuffisance",-1
"4235","insuffisant",-1
"4236","insuffisamment",-1
"4237","insulaire",-1
"4238","insulte",-2
"4239","insulte",-2
"4240","insulté",-2
"4241","insultant",-2
"4242","insultant",-2
"4243","insultante",-2
"4244","insupportable",-2
"4245","insupportably",-2
"4246","insurmontable",-1
"4247","insurmountably",-1
"4248","insurrection",-1
"4249","insurrection",-1
"4250","intact",1
"4251","intégrale",1
"4252","intégrité",2
"4253","intelligent",2
"4254","intelligence",1
"4255","intelligible",2
"4256","intention",0
"4257","intense",0
"4258","intense",0
"4259","intensive",0
"4260","intensément",0
"4261","intention",0
"4262","intention",0
"4263","intention",0
"4264","intention",0
"4265","intentions",0
"4266","intentions",0
"4267"," intentions ",0
"4268"," intentions ",0
"4269","intercéder",1
"4270","intérêt",1
"4271","intérêt",1
"4272","intérêt",1
"4273","intéressé",1
"4274","intéressant",2
"4275","intérêts",1
"4276","intérêts",1
"4277","interférer",-1
"4278","interférences",-1
"4279","interférences",-1
"4280","intermittent",-1
"4281","interruption",-1
"4282","interruption",-1
"4283","intimité",2
"4284","intimité",2
"4285","intime",1
"4286","intime",0
"4287","intimider",-1
"4288","intimidant",-2
"4289","intimidante",-2
"4290","intimidation",-1
"4291","intimidation",-1
"4292","intolérable",-2
"4293","intolerablely",-2
"4294","intolérance",-2
"4295","intolérance",-2
"4296","intolérants",-2
"4297","intoxiquent",-1
"4298","intraitable",-1
"4299","intransigeance",-2
"4300","intransigeance",-2
"4301","intransigeant",-2
"4302","complexe",1
"4303","intrigue",2
"4304","intrigue",2
"4305","intrigue",0
"4306","intriguant",2
"4307","intriguant",2
"4308","curieusement",2
"4309","immiscer",-2
"4310","intrusion",-1
"4311","intrusif",-2
"4312","intuitive",2
"4313","inonder",-2
"4314","inondé",-2
"4315","envahisseur",-1
"4316","envahisseur",-1
"4317","non valide",-2
"4318","invalider",-2
"4319","invalidité",-2
"4320","inestimable",2
"4321","invaluablely",2
"4322","envahissante",-1
"4323","invective",-2
"4324","inveigle",-2
"4325","inventive",1
"4326","invidious",-2
"4327","invidiously",-2
"4328","invidiousness",-2
"4329","revigorer",1
"4330","vivifiant",2
"4331","invincibilité",2
"4332","invincible",2
"4333","inviolable",2
"4334","inviolable",2
"4335","invisible",0
"4336","invulnérable",2
"4337","involontairement",-1
"4338","involontaire",-1
"4339","furieux",-2
"4340","irately",-2
"4341","ire",-2
"4342","ide",-2
"4343","agace",-2
"4344","ironique",-2
"4345","ironie",-2
"4346","ironie",-2
"4347","ironie",-2
"4348","irrationnel",-2
"4349","irrationalité",-2
"4350"," manière irrationnelle",-2
"4351","inconciliables",-2
"4352","irréparable",-2
"4353","irrémédiablement",-2
"4354","irréformables",-2
"4355","irréfutable",2
"4356"," manière irréfutable",2
"4357","  ",0
"4358","irrégulière",-1
"4359","irrégularité",-1
"4360"," manque  pertinence",-2
"4361","hors  propos",-2
"4362","irréparable",-2
"4363","irreplacible",-2
"4364","irrépressible",-2
"4365","irréprochable",2
"4366","irrésistible",2
"4367","irrésistiblement",2
"4368","indécis",-2
"4369","insolubles",-1
"4370","irresponsable",-2
"4371"," façon irresponsable",-2
"4372","irrémédiable",-1
"4373","irrévérence",-2
"4374","irrévérencieux",-2
"4375","irrévérencieusement",-2
"4376","irréversible",-2
"4377","irréversible",-2
"4378","irritable",-2
"4379","irritable",-2
"4380","irritant",-1
"4381","irriter",-2
"4382","irritée",-2
"4383","irritant",-2
"4384","irritation",-2
"4385","irritation",-2
"4386","isoler",-1
"4387","isolé",-1
"4388","isolement",-1
"4389"," démangeaisons",-2
"4390","jabber",-2
"4391","blasés",-2
"4392","  confiture",-1
"4393","jar",-1
"4394"," jaunisse",-2
"4395","crânement",2
"4396","jaunty",2
"4397","jealous",-2
"4398","jalousement",-2
"4399","jealousness",-2
"4400"," jalousie",-2
"4401","jeer",-2
"4402","jeer",-2
"4403","raillant",-2
"4404","jeeringly",-2
"4405","jeers",-2
"4406"," péril",-2
"4407","danger",-2
"4408","jerk",-2
"4409","",2
"4410","nervosité",-2
"4411"," chômage",-1
"4412","blague",2
"4413","blague",2
"4414","joker",-2
"4415","jollify",1
"4416","jolly",2
"4417","secousse",-1
"4418","jovial",2
"4419"," joie",2
"4420","joyeux",2
"4421"," joie",2
"4422"," joie",2
"4423","joyeux",2
"4424","joyeusement",2
"4425","jubilatoire",2
"4426","jubilantly",2
"4427","jubilate",2
"4428","jubilation",2
"4429","jubilation",2
"4430","jugement",0
"4431","jugement",0
"4432"," jugements",0
"4433"," jugements",0
"4434","judicieuse",2
"4435","jugement",0
"4436","jugement",0
"4437"," jugements",0
"4438"," jugements",0
"4439","jumpy",-1
"4440","indésirable",-1
"4441","junky",-1
"4442","juste",2
"4443","juste",1
"4444","juste",1
"4445"," justice",1
"4446"," justice",1
"4447","justifiable",2
"4448"," juste titre",2
"4449","justification",2
"4450","justifier",2
"4451","justement",2
"4452","juvénile",-1
"4453","hs",-2
"4454","vif",2
"4455","vif",-2
"4456","vif",-2
"4457","vivement",2
"4458","  finesse",2
"4459","  finesse",2
"4460","kemp",2
"4461","clé",0
"4462","coup  pied",-2
"4463","coup  pied",-2
"4464","kid",2
"4465","tuer",-1
"4466","killer",-1
"4467","killer",-1
"4468","rabat-joie",-2
"4469","genre",2
"4470","veuillez",2
"4471"," bienveillance",2
"4472","gentillesse",2
"4473","faiseur  rois",2
"4474","kiss",1
"4475","kiss",1
"4476","valet",-2
"4477","couteau",-1
"4478","knock",-1
"4479","knock",-1
"4480","savait",0
"4481","savoir",0
"4482","sachant",0
"4483","sciemment",0
"4484","connaissances",0
"4485","bien informé",2
"4486","kook",-2
"4487","kooky",-2
"4488","manque",-2
"4489","manque",-2
"4490","nonchalante",-2
"4491","lackey",-2
"4492","laquais",-2
"4493","laquais",-2
"4494","manque",-2
"4495","atonie  ",-2
"4496","laconique",-2
"4497","gal",-1
"4498","fustiger",-2
"4499","lambaste",-2
"4500","boiteux",-1
"4501","canard boiteux",-2
"4502","complainte",-2
"4503","lamentable",-2
"4504","lamentablement",-2
"4505","langoureux",-2
"4506","languir",-2
"4507","maigre",-1
"4508","langueur",-2
"4509","langoureux",-2
"4510","langoureusement",-2
"4511","grand",0
"4512"," grande échelle",0
"4513","lapse",-1
"4514","grand",1
"4515","grand",1
"4516"," grande partie",0
"4517","alouette",2
"4518","lascive",-2
"4519","ultime",-2
"4520","ultime",-2
"4521","enfin",0
"4522","laud",2
"4523","louable",2
"4524","louable",2
"4525","rire",-2
"4526","rire",-2
"4527","risible",-2
"4528","laughably",-2
"4529","laughingstock",-2
"4530","rires",-2
"4531","somptueux",2
"4532","somptueux",2
"4533","richement",2
"4534","respectueux   loi",2
"4535","lawbreaker",-2
"4536","loi",-2
"4537","licite",1
"4538","légalement",1
"4539","lawless",-2
"4540","anarchie",-2
"4541","anarchie",-2
"4542","lax",-2
"4543","lax",-2
"4544","paresseux",-2
"4545","leader",1
"4546","fuite",-1
"4547","fuite",-1
"4548"," fuit",-1
"4549","lean",1
"4550","lean",1
"4551","apprendre",0
"4552","apprentissage",1
"4553","appris",1
"4554","moins",-1
"4555","lech",-2
"4556","lecher",-2
"4557","lecher",-2
"4558","lecherous",-2
"4559"," luxure",-2
"4560","conférence",-1
"4561","conférence",-1
"4562","leech",-2
"4563","leech",-2
"4564","leech",-2
"4565","leer",-2
"4566","leer",-2
"4567","méfiante",-2
"4568","gauchisants",-2
"4569","héritage",0
"4570","legs",0
"4571","legs",0
"4572","légaliste",0
"4573","légaliste",0
"4574","légendaire",1
"4575"," légitimité",1
"4576","légitime",1
"4577","légitimement",1
"4578","clément",1
"4579"," indulgence",1
"4580","moins",-1
"4581"," moins développées",-1
"4582","moins cher",1
"4583","lessen",-1
"4584","lesser",-1
"4585","moins connus",-1
"4586","letch",-2
"4587","mortelle",-1
"4588","léthargique",-1
"4589"," léthargie",-1
"4590","effet  levier",1
"4591","effet  levier",1
"4592","légèreté",2
"4593","lubrique",-2
"4594","lewdly",-2
"4595"," lubricité",-2
"4596","responsable",-1
"4597"," responsabilité",-2
"4598"," responsabilité",-2
"4599","menteur",-2
"4600","menteur",-2
"4601"," menteurs",-2
"4602"," menteurs",-2
"4603","libéral",1
"4604","libération",1
"4605","libération",1
"4606"," libéralisme",1
"4607","généreusement",1
"4608","libérer",2
"4609"," liberté",2
"4610","licencieux",-2
"4611","licentiously",-2
"4612"," licence",-2
"4613","mensonge",-2
"4614","mensonge",-2
"4615","mensonge",-1
"4616","lier",-2
"4617","mensonges",-2
"4618","mensonges",-2
"4619"," vie  danger",-1
"4620","élément vital",2
"4621"," vie",-1
"4622"," vie",1
"4623"," lumière",1
"4624"," lumière",1
"4625"," cœur léger",2
"4626","alléger",1
"4627","sympathique",2
"4628","comme",2
"4629","probabilité",0
"4630","probabilité",0
"4631","probablement",0
"4632","goût",2
"4633"," ",0
"4634","limite",-1
"4635","limite",-1
"4636","limitation",-1
"4637","limitée",-1
"4638","illimitée",0
"4639","illimitée",0
"4640","mou",-2
"4641","cœur  lion",2
"4642","apathique",-2
"4643","lettré",1
"4644","litigieux",-2
"4645","peu",-2
"4646","peu connu",-2
"4647","live",1
"4648","animé",2
"4649","livide",-2
"4650","lividly",-2
"4651","loin",-2
"4652","hais",-2
"4653","hais",-2
"4654","dégoût",-2
"4655","loathly",-2
"4656","détestable",-2
"4657","loathsomely",-2
"4658","nobles",2
"4659","logique",1
"4660","solitaire",-2
"4661","solitaire",-2
"4662"," solitude",-2
"4663","solitaire",-2
"4664","lonesome",-2
"4665","long",-2
"4666","nostalgie",-2
"4667","envie",-2
"4668","look",0
"4669"," recherche",0
"4670","échappatoire",-2
"4671","lacunes",-2
"4672","lacunes",-2
"4673","butin",-2
"4674","lorn",-2
"4675","perdre",-2
"4676","perdre",-2
"4677","perdre",-1
"4678","perdant",-1
"4679"," perte ",-1
"4680","perdu",-1
"4681","moche",-2
"4682","adorable",2
"4683","lovably",2
"4684","amour",2
"4685","amour",2
"4686","loveless",-2
"4687","beauté",2
"4688","lovelorn",-2
"4689","amant",2
"4690","belle",2
"4691","belle",2
"4692","faible",-1
"4693","faible coût",1
"4694","bas-cotés",-2
"4695","faible risque",1
"4696","prix bas",1
"4697","humble",-2
"4698","fidèle",1
"4699"," loyauté",2
"4700"," loyauté",2
"4701","lucide",2
"4702","lucidement",2
"4703","chance",2
"4704","plus  chance",2
"4705","plus  chance",2
"4706","plus chanceux",2
"4707","heureusement",2
"4708"," veine",2
"4709","  chance",2
"4710","  chance",2
"4711","lucratif",1
"4712","lucratif",1
"4713","ridicule",-2
"4714","ridiculement",-2
"4715","lugubre",-2
"4716","tiède",-2
"4717","accalmie",-1
"4718","luminous",1
"4719","lunatic",-2
"4720","lunatic",-2
"4721","lunaticism",-2
"4722","pétrin",-2
"4723","lure",-2
"4724","sinistre",-2
"4725"," cachent",-2
"4726","tapie",-2
"4727","lush",2
"4728"," luxure",0
"4729","lure",-2
"4730","lustre",2
"4731","brillant",2
"4732","luxuriante",2
"4733","prélassez-",1
"4734","luxueux",2
"4735","luxueusement",2
"4736"," luxe",2
"4737"," luxe",2
"4738"," mensonge",-2
"4739","lyrique",2
"4740","macabre",-2
"4741","mad",-2
"4742","madden",-2
"4743","affolant",-2
"4744","maddeningly",-2
"4745","garance",-2
"4746","garance",-2
"4747","follement",-2
"4748","fou",-2
"4749"," folie",-2
"4750"," magie",2
"4751","magique",2
"4752","magnanimous",2
"4753"," grand coeur",2
"4754","magnétique",1
"4755","magnificence",2
"4756","magnifique",2
"4757","magnifique",2
"4758","magnifiquement",2
"4759","agrandir",1
"4760","majestueux",2
"4761","majesty",2
"4762"," grands",0
"4763","inadapté",-2
"4764","inadaptation",-2
"4765","maladie",-1
"4766","malaise",-1
"4767","mécontentement",-2
"4768","mécontentement",-2
"4769","malcontented",-2
"4770","maledict",-2
"4771","maledict",-2
"4772"," malveillance",-2
"4773","malveillants",-2
"4774","malveillante",-2
"4775","malice",-2
"4776","malveillants",-2
"4777","  fins malveillantes",-2
"4778"," malveillance",-2
"4779","maligne",-2
"4780","maligne",-2
"4781","malignant",-1
"4782","malodorantes",-2
"4783"," maltraitance",-2
"4784"," maltraitance",-2
"4785","gérable",1
"4786","manœuvre",-1
"4787","manœuvre",-1
"4788","mangle",-2
"4789","mania",-2
"4790","maniac",-2
"4791","maniaque",-2
"4792","maniaque",-2
"4793","manifeste",2
"4794","manipuler",-1
"4795"," manipulation",-1
"4796"," manipulation",-1
"4797","manipulatrice",-2
"4798"," manipulateurs",-2
"4799"," manipulateurs",-2
"4800","manly",2
"4801","mannerly",2
"4802","mantra",0
"4803","mantra",0
"4804","mar",-2
"4805","mar",-2
"4806","marginal",-1
"4807","légèrement",-1
"4808"," martyre",-2
"4809","martyres",-2
"4810","marvel",2
"4811","marvel",2
"4812","merveilleux",2
"4813","merveilleux",2
"4814","merveilleux",2
"4815","merveilleusement",2
"4816","marvelousness",2
"4817","merveilles",2
"4818","massacre",-2
"4819","massacre",-2
"4820","massacres",-2
"4821","massive",0
"4822","maître",2
"4823","maître",2
"4824","magistrale",2
"4825","magistralement",2
"4826","chef-œuvre",2
"4827","chefs-œuvre",2
"4828","maîtres",2
"4829","maîtres",2
"4830"," maîtrise",2
"4831","matchless",2
"4832","question",0
"4833","mature",1
"4834","maturité",1
"4835"," maturité",1
"4836","maverick",-2
"4837","mièvre",-2
"4838","mawkishly",-2
"4839","sensiblerie",-2
"4840","maxi-dévaluation",-2
"4841","maxi-dévaluation",-2
"4842","maximiser",2
"4843","peut-être",0
"4844","maigre",-2
"4845","moyenne",-2
"4846","moyenne",0
"4847","significative",2
"4848","  sens",-2
"4849"," bassesse",-2
"4850","mêler",-2
"4851","meddlesome",-2
"4852","médiocre",-2
"4853"," médiocrité",-2
"4854","doux",2
"4855"," mélancolie",-2
"4856","mellow",2
"4857","mélodramatique",-2
"4858","melodramatically",-2
"4859","mémorable",2
"4860","commémorer  mémoire ",2
"4861","souvenirs",0
"4862","souvenirs",0
"4863"," menace",-2
"4864"," menace",-2
"4865","menaçant",-2
"4866","air menaçant",-2
"4867","réparer",1
"4868","mensongère",-2
"4869"," mensonges",-2
"4870","petits",-1
"4871","mentalité",0
"4872","mentor",1
"4873","miséricordieux",2
"4874","heureusement",2
"4875","impitoyable",-2
"4876"," pitié",-2
"4877"," miséricorde",2
"4878"," miséricorde",2
"4879","simple",-2
"4880","simple",-2
"4881","simplement",-2
"4882"," mérite",2
"4883"," mérite",2
"4884","méritoire",2
"4885","gaiement",2
"4886"," gaieté",2
"4887","allégresse",2
"4888","joyeux",2
"4889","hypnotiser",2
"4890","envoûtante",2
"4891","envoûtante",2
"4892","mesmerizingly",2
"4893","mess",-2
"4894","mess",-2
"4895","salissant",-1
"4896","metaphorize",0
"4897","méticuleux",1
"4898","méticuleusement",1
"4899","midget",-2
"4900","midget",-2
"4901","cfip",-1
"4902","peut",0
"4903","peut",2
"4904","puissamment",2
"4905","puissant",2
"4906","doux",1
"4907","militantisme",-2
"4908","militantisme",-2
"4909","esprit",-1
"4910","conscient",2
"4911","aveugle",-2
"4912","bêtement",-2
"4913","ministre",1
"4914","mineur",0
"4915","miracle",2
"4916"," miracles",2
"4917","miraculous",2
"4918","miraculeusement",2
"4919","miraculousness",2
"4920","mirage",-2
"4921","mirage",-2
"4922","mire",-2
"4923","mire",-2
"4924"," gaieté",2
"4925","méconnaître ",-1
"4926","misbecoming",-2
"4927","misbecome",-2
"4928","misbegotten",-2
"4929"," mal",-2
"4930"," débordements  ",-2
"4931","mésestimer",-1
"4932","erreur  calcul",-1
"4933","erreur  calcul",-1
"4934","mischief",-2
"4935","mischief",-2
"4936","espiègle",-2
"4937","malicieusement",-2
"4938","idée fausse",-2
"4939"," idées fausses",-2
"4940"," idées fausses",-2
"4941","coupable",-2
"4942"," mécréants",-2
"4943"," égarement",-2
"4944","avare",-2
"4945","avare",-2
"4946","misérable",-2
"4947","miserableness",-2
"4948","lamentablement",-2
"4949","misères",-2
"4950"," misère",-2
"4951"," misère",-2
"4952","misfit",-2
"4953","misfortune",-2
"4954","agacement",-2
"4955"," doutes",-2
"4956","égarement",-2
"4957"," égarer",-2
"4958","erronée",-2
"4959","malmènent",-2
"4960","mésaventure",-2
"4961","désinformer",-2
"4962","mal informés",-2
"4963","mal interpréter",-2
"4964"," sous-estimez",-2
"4965","erreur  jugement",-2
"4966","induire  erreur",-2
"4967","induire  erreur",-2
"4968","trompeuse",-2
"4969","point  prêter  confusion",-2
"4970","mislike",-2
"4971","  mauvaise gestion",-2
"4972","mal lu",-2
"4973","erreur  lecture",-2
"4974","erreur  lecture",-2
"4975","dénaturer",-2
"4976","fausse déclaration",-2
"4977","miss",-1
"4978"," inexactitude",-2
"4979","erreur",-2
"4980","erreur",-2
"4981","trompe",-2
"4982"," tort",-2
"4983","erreurs",-2
"4984","erreurs",-2
"4985"," méfiance",-2
"4986"," méfiance",-2
"4987","méfiante",-2
"4988","mistrustfully",-2
"4989","misunderstand",-2
"4990","misunderstood",-2
"4991","malentendu",-2
"4992","malentendu",-2
"4993","malentendu",-2
"4994"," malentendus",-2
"4995"," malentendus",-2
"4996","abus",-2
"4997","mm",0
"4998","gémir",-2
"4999","maquette",-2
"5000","maquette",-2
"5001","parodies",-2
"5002"," moquerie",-2
"5003","moqueur",-2
